authors name
"Alan S Morris, Reza Langari Ph.D.Mechanical Engineering  University of California  Berkeley  1991M.Sc.Mechanical Engineering  University of California  Berkeley  1983B.Sc. Mechanical Engineering  University of California  Berkeley  1980"
Anatoly I. Burshtein
Errol G. Lewars (auth.)
"Zdenek P Bazant, Luigi Cedolin"
J. N. Reddy
G. D. McBain(auth.)
Jorge Angeles (auth.)
"Morozov, Evgeny V., Vasiliev, Valery V"
Valter Moretti
José Unpingco
"Arak M. Mathai, Hans J. Haubold"
Will Kurt
"John Schiller, R. Alu Srinivasan, Murray Spiegel"
"Douglas C. Montgomery, George C. Runger"
"Brian S. Everitt, Dr Sabine Landau, Dr Morven Leese, Dr Daniel Stahl"
Ruey S. Tsay
William DeCoursey William DeCoursey  Ph.D.  is a chemical engineer who has taught statistics and probability to engineering students for over 15 years at the University of Saskatchewan.
Sheldon M. Ross
"N. Balakrishnan, Markos V. Koutras, Konstadinos G. Politis"
"Ronald E. Walpole, Raymond H. Myers, Sharon L. Myers, Keying E. Ye"
"Geoffrey R. Grimmett, David R. Stirzaker"
Anirban DasGupta (auth.)
"Peter Waller, Muluneh Yitayew"
"Task Committee on Recent Advances in Canal Automation of the Irrigation Delivery and Drainage Systems Committee of the Irrigation and Drainage Council of the Environmental and Water Resources Institute of ASCE, Brian Wahlin, Darell D. Zimbelman"
Myer Kutz
"Myer Kutz, Myer Kutz"
Myer Kutz
"Losito, Onofrio, Mescia, Luciano, Prudenzano, Franceso"
Committee on Ground Water Quality of the Environmental Engineering Division of the American Society
"Charles J. Werth (auth.), Tarek A. Kassim (eds.)"
American Society of Civil Engineers
"John A. Duffie, William A. Beckman, Nathan Blair"
"Rupp Carriveau, David S-K. Ting"
"Konecny, Gottfried"
Joel Lawhead
"Margarita N. Favorskaya, Lakhmi C. Jain (auth.)"
Gottfried Konecny
Andrew Skidmore
Lawhead J.
"DK, Rita Carter"
"Eric Widmaier, Hershel Raff, Kevin Strang"
Frederic Delavier
Steve Parker
Frank H. Netter MD
"Frederic H. Martini, Robert B. Tallitsch, Judi L. Nath"
"Peter H. Abrahams, Jonathan Spratt, Marios Loukas, Albert-Neels van Schoor"
"Gary C. Schoenwolf, Steven B. Bleyl, Philip R. Brauer, Philippa H. Francis-West"
"Elaine Nicpon Marieb, Katja Hoehn"
"Adolf Faller, Michael Schuenke"
"Ted Zerucha, Denton A., M.D. Cooley"
"Kent Van De Graaff, R. Ward Rhees"
F. Paulsen and J. Waschke
"Rael Isacowitz, Karen Clippinger"
"Kimmo Karvinen, Tero Karvinen"
"John G. Webster, Halit Eren"
"John G. Webster, Halit Eren"
John G. Webster
"K. Iwansson, G. Sinapius, W. Hoornaert, S. Middelhoek"
"Tero Karvinen, Kimmo Karvinen, Ville Valtokari"
"Boby George, Joyanta Kumar Roy, V. Jagadeesh Kumar, Subhas Chandra Mukhopadhyay (eds.)"
"Kimmo Karvinen, Tero Karvinen"
Slawomir Tumanski
"Webster, John G., Eren, Halit"
John G. Webster
Waldemar Nawrocki
Patrick F. Dunn
"Antonello Monti, Carlo Muscas, Ferdinanda Ponci"
"John G. Webster, Halit Eren (eds.)"
"Jesse Yoder, Dick Morley"
Wei Gao (auth.)
"Audrey Wanger, Violeta Chavez, Richard S.P. Huang, Amer Wahed, Jeffrey K. Actor and Amitava Dasgupta (Auth.)"
"Fabio Bagnoli, Rino Rappuoli, Guido Grandi (eds.)"
David C. Sigee
Mike X Cohen
"Sen M. Kuo, Bob H. Lee, Wenshun Tian"
"Sen M. Kuo, Bob H. Lee, Wenshun Tian"
Boualem Boashash
Stergios Stergiopoulos
Louis Scharf
Oshana R.
Boualem Boashash
Donald G. Childers
"Sen M. Kuo, Bob H. Lee"
Alfred Mertins
Nasser Kehtarnavaz
"Peter Massopust, Brigitte Forster (auth.), Brigitte Forster, Peter Massopust (eds.)"
"Buck J. R., Oppenheim A. V. V., Schafer A. V."
Daniel C. Baumgart (eds.)
"Guthoff R.F., Baudouin C., Stave J."
"Karel Pacak, David Taïeb (eds.)"
"Andrew J.T. George, Catherine E. Urch"
Diane Stein Safran
Charles Gottlieb Raue
"Graham Hopkins BPharm  PhD  MRPharm, Richard M. Pearson MPhil  FBOA(HD)  FCOptom  DipCLP  DipOrth  FAAO"
Roseline Davido
Driscoll B.
"Ghulam Md Ashraf, Athanasios Alexiou"
"Corrado Lavini, Cesar A. Moran, Uliano Morandi, Rudolf Schoenhuber"
"Henry, Ph.D. Dupont"
"Prof. J. Dankmeijer M.D. (auth.), W. R. O. Goslings M.D. (eds.)"
"Nam Q. Nguyen MBBS(Hons), FRACP, Ph.D. (auth.), George Y. Wu, Subbaramiah Sridhar (eds.)"
George S Abela
"Joyce Tombran-Tink, Colin J. Barnstable"
"Jun Ueda, Yuichi Kurita"
"Camilo Caraveo, Fevrier Valdez, Oscar Castillo"
"Gorb, Stanislav N., Heepe, Lars, Xue, Longjian"
"Sarah Perrett, Alexander K. Buell, Tuomas P.J. Knowles"
Lyesse Laloui
"Ashkan Javadzadegan, Andy S. C. Yong (auth.), Andreas Ochsner, Holm Altenbach (eds.)"
"Philippe Blondel, Philippe Blondel, Andrea Caiti"
Eva F. Gudgin Dickson
Ian R. McClelland
Jacocks J. (Ed.)
Roger Brockenbrough
"Demetrios Tonias, Jim Zhao"
R.B. Jansen
"Robert B. Jansen (auth.), Robert B. Jansen (eds.)"
"Neal H Bettigole, Rita Robison"
"Sondipon Adhikari, B. Bhattacharjee, J. Bhattacharjee"
American Society of Civil Engineers
"Rory A Cooper, Hisaichi Ohnabe, Douglas A. Hobson"
"American Society of Civil Engineers, Wynand JvdM Steyn, Kim Jenkins, Mansour Solaimanian"
John B. Hughes
"Dario Farina, Winnie Jensen, Metin Akay"
Subinoy Gangopadhyay
"R. E. Featherstone, C. Nalluri"
"Richard Handy, Merlin Spangler"
Roy E. Hunt
"Karl Terzaghi, Ralph B. Peck, Gholamreza Mesri"
"Patrick Brezonik, William Arnold"
"Joan Horvath, Rich Cameron"
"Mitchell R.F., Miska S.Z."
C. Jaeger
"Aral, Mustafa M, Taylor, Stewart W"
"David George Price, Michael de Freitas, Michael de Freitas"
U. S. Army Corps of Engineers
Braja M. Das
Steve Hencher
Roy E. Hunt
V.I. Ferronsky (auth.)
"Edward Allen, Joseph Iano"
"Edward Allen, Joseph Iano"
Russell C. Hibbeler
Sidney Levy
"Andrea Deplazes, G. H. Söffker"
"Mitchell, Ryan"
Russell C. Hibbeler
"P. Mehta, Paulo Monteiro"
"Robert H. Doremus (auth.), James F. Shackelford, Robert H. Doremus (eds.)"
Mike Forde
Edward Allen
Sylvia Leydecker
Ellen Cheever
William P. Spence
Manfred Hegger
S.K. Duggal
"Barry S. Onouye, Kevin Kane"
"Dirk E. Hebel, Felix Heisel, Marta H. Wisniewska"
"Matthew Hall, Rick Lindsay, Meror Krayenhoff"
"Subramanian, R"
R. C. Hibbeler
"Dietmar Gross, Werner Hauger, Jörg Schröder, Wolfgang Wall, Javier Bonet (auth.)"
"James M. Gere, Barry J. Goodno"
Hibbeler R.C.
"D R H Jones, Michael F. Ashby"
William A. Nash
E.J. Hearn
"D R H Jones, Michael F. Ashby"
E J Hearn
"Debashish Deb, Abhiram Kumar Verma"
"William Nash, Merle Potter"
"Arthur P. Boresi, Richard J. Schmidt"
"Robert J. Asaro, Vlado A. Lubarda"
Stephen P. Timoshenko
"Beer F.P., Johnston E.R., DeWolf J.T., Mazurek D.F."
Dr. Paul J. Lavrakas
Ian Brace
"Allen, Leslie C., Hubbard, David Allan, Bush, Frederic William, La Sor, William Sanford"
John H. Walton
Floyd J. Fowler
"Willem E. Saris, Irmtraud N. Gallhofer"
Mark Allan Powell
"Louis M. Rea, Richard A. Parker"
"Irwing, Frederick Paul"
"Elwell, Walter A., Yarbrough, Robert W."
"Ingrid Fischer-Schreiber, Franz-Karl Ehrhard, Kurt Friedrichs, Michael S. Diener"
"J. Daniel Hays, Tremper Longman III"
"J. Uren, W.F. Price"
"Bill T. Arnold, Bryan E. Beyer"
"John M. Wallace, Peter V. Hobbs"
"Prof Anthony D Smith, Anthony Smith"
E. Joseph Billo
Justin Solomon
George F. Pinder
"Timmy Siauw, Alexandre Bayen"
Steven C. Chapra Dr.
Jaan Kiusalaas
"S. R. K. Iyengar, R. K. Jain"
Ramin S. Esfandiari
"Ian H. Hutchinson [Hutchinson, Ian H.]"
"Steven Chapra, Raymond Canale"
J. C. Butcher
James F. Epperson
"Mahinder Kumar Jain, S.R.K. Iyengar, R.K. Jain"
Jaan Kiusalaas
"Zhilin Li, Zhonghua Qiao, Tao Tang"
Claes Johnson
Sandip Mazumder
Tomris Tangaz
V.N.S. Murthy
Christopher Norris
William Foddy
William Cory
Piotrowski Christine.
Alphonse Dell'Isola
"Subramanian, N."
"James Jaccard, Jacob Jacoby"
Chang-Yu Ou
Wei Dong Guo
"Urizar M., Halim E.-S.A."
Murray Hollis
Kenneth C. Louden
"Michael Seidel, David Sturge"
Nick Romanowski
"Andy Lock, Tom Strong"
"Adam M. Neville, J. J. Brooks"
"Pierre-Claude Aïtcin, Robert J Flatt"
Zongjin Li
Peruma Balaguru
"C.J. Brandon, R.L. Hohlfelder, M.D. Jackson, J.P. Oleson"
"John Newman, B S Choo"
"Alexander, Mark Mindess, Sidney"
Mark Richardson
V.S. Ramachandran
"V.M. Malhotra, Nicholas J. Carino"
Martin Alberto Masuelli
"Max Hailperin, Barbara Kaiser, Karl Knight"
I. Soroka
"V.S. Ramachandran, J.J. Haber"
"O. C. Zienkiewicz, R. L. Taylor and David Fox (Auth.)"
"Paolo Maria Mariano, Luciano Galano"
Gerhard A. Holzapfel
"Dill, Ellis H"
Allan F. Bower
Rowland Richards  Jr.
J.R. Barber
"Antonio J. M. Ferreira, Nicholas Fantuzzi"
"Molimard, Jérôme"
J. N. Reddy
Raymond Parnes
David W. A. Rees
"A. M. Khludnev, V. A. Kovtunenko"
J. A. Brandao Faria
Eric Lengyel
"Ali Ismail Awad, Michael Fairhurst"
Braja M. Das
V N S Murthy
David Nixon [David Nixon]
Joseph E. Bowles
Eric Lengyel
"Paul A. Bosela, Paul A. Bosela, Pamalee A. Brady, Norbert J. Delatte, M. Kevin Parfitt"
"Klaus Pohl, Chris Rupp"
Amit M. Agarwal
Vikas Jain
"Task Committee on Turbine Generator Foundations, Hongchun Liu"
Peters Morgan
Dr. Clifford A. Shaffer
Dominick R. Pilla
Mark A. Weiss
"Holden Karau, Andy Konwinski, Patrick Wendell, Matei Zaharia"
"Robert Sedgewick, Philippe Flajolet"
"Kenneth M. Leet, Chia-Ming Uang, Joel T. Lanning, Anne M. Gilbert"
Anany Levitin
Adam H. Grimes
"Milan Sonka, Václav Hlavác, Roger Boyle"
Mike W.-L. Cheung
"Niema Moshiri, Liz Izhikevich"
"Dahlblom, Ola, Olsson, Karl-Gunnar"
"James H. Anderson, Joseph Y-T. Leung"
E. W Steel
Emily Alcott
"Burton, William Kinninmond"
Jonathan Ochshorn
G. L. Asawa
"Goyal, Megh Raj, Singh, Ajai"
Etcheverry B.A.
Etcheverry B.A.
Etcheverry B.A.
Santosh Kumar Garg
"Davis Arthur Powell, Wilson Herbert M."
Stephen Merrett
"Daniel J. Findley, Bastian J. Schroeder, Christopher M. Cunningham, Thomas H. Brown, Jr"
"Fred L. Mannering, Scott S. Washburn"
"Nicholas J. Garber, Lester A. Hoel"
"Nikolaides, Athanassios"
T.F. Fwa
Ying-Kit Choi
John V. Farr
Obaid Younossi
Derek Raine
Lau Bee Theng
K  F Riley
"Seymour Lipschutz, Marc Lipson"
"S. Allen Broughton, Kurt Bryan"
W. D. Wallis
Kenneth Rosen
"Harry Lewis, Rachel Zax"
"Sriraman Sridharan, R. Balakrishnan"
"Willem Conradie, Valentin Goranko"
"Eric Lehman, F. Thomson Leighton, Albert R. Meyer"
Velleman D. J.
Steven Krantz
Richard Johnsonbaugh
"Kenneth H Rosen, Jerrold W. Grossman"
Thomas Koshy
Ralph P. Grimaldi
"Arthur T. Benjamin, Jennifer Quinn"
David Liben-Nowell
S W Amos (Auth.)
"Arijit Saha, Nilotpal Manna"
Winser Alexander and Cranos M. Williams (Auth.)
John DiMarco
John F. Wakerly
"Arijit Saha, Nilotpal Manna"
"Mohammad A. Karim, Xinghao Chen"
"Arijit Saha, Nilotpal Manna"
John F. Wakerly
John F. Wakerly
Qihu Li
Kamran Amini
Gaston C. Hillar
Rudolf Pecinovsky
"Richard Wiener, Lewis J. Pinson"
"Stephen Samuel, Stefan Bocutiu"
Rakesh Singh
"James Keogh, Mario Giannini"
Robin A Reynolds-Haertle
"Lott, Steven F"
"Hickey, John Patrick"
Rakesh Singh
Ilia Alshanetsky
"Jim Keogh, James Edward Keogh, Mario Giannini"
Markus Knasmüller (Auth.)
"Andre Neubauer, Jurgen Freudenberger, Volker Kuhn"
David Kopec
Steven S. Skiena
Narasimha Karumanchi
"John Paul Mueller, Luca Massaron"
"Alexander S. Kulikov, Pavel Pevzner"
"Michael T. Goodrich, Roberto Tamassia, Michael H. Goldwasser"
Tim Roughgarden
"Roger D. Peng, Elizabeth Matsui"
Stephen Few
"Meenakshi, Kamal Rawat"
Thomas H. Cormen
Narasimha Karumanchi
"Robert Sedgewick, Kevin Wayne"
Lillian Pierson
Bart Baesens
Jean-Philippe Aumasson
Adam Drozdek
"Ivan Vasilev, Daniel Slater, Gianmario Spacagna, Peter Roelants, Valentino Zocca"
Robert C. Martin
"Simone Cirani, Gianluigi Ferrari, Marco Picone, Luca Veltri"
"John L. Hennessy, David A. Patterson"
"Randal E. Bryant, David R. O'Hallaron"
Adam B. Singer
Eben Hewitt
Binildas Christudas
William Stallings
"Andreas Meier, Michael Kaufmann"
Mark Richards
Fausett L.
"Len Bass, Paul Clements, Rick Kazman"
"Noam Nisan, Shimon Schocken"
Peter Sbarski
"David M. Harris, Sarah L. Harris"
Jason Gregory
"John Biggs, Vicente Herrera García, Jose Luis Calvo Salanova"
Matthias Biehl
"Carlos Coronel, Steven Morris"
"Thomas Connolly, Carolyn Begg"
"Satinder Bal Gupta, Aditya Mittal"
"Carlos Coronel, Steven Morris"
Sileika R.
Mark L. Gillenson
"Carlos Coronel, Steven Morris"
"Thomas Connolly, Carolyn Begg"
Joe Celko
"Raghu Ramakrishnan, Johannes Gehrke"
"Philippe Rigaux, Michel Scholl, AgnÃ¨s Voisard"
"Albert K.W. Yeung, G. Brent Hall"
Joe Celko
V.K. Pallaw
Terry Halpin
"Alfred V. Aho, John E. Hopcroft, Jeffrey D. Ullman"
Anany Levitin
"Anne Greenbaum, Timothy P. Chartier"
Hernando Lautaro Fernandez-Canque
"Deepak Ajwani, Ulrich Meyer (auth.), Jürgen Lerner, Dorothea Wagner, Katharina A. Zweig (eds.)"
Anany Levitin
Nicola Santoro
Amrinder Arora
Nicola Santoro
"Sandeep Sen, Amit Kumar"
Juraj Hromkovič
"George A. Milliken, Dallas E. Johnson"
William E. Shotts
"Richard Blum, Christine Bresnahan"
"Abraham Silberschatz, Greg Gagne, Peter B. Galvin"
Brian Ward
Emmett Dulaney
Glen D. Singh
"Andrew S. Tanenbaum, Herbert Bos"
Robert Love
Evi Nemeth et al.
"Remzi H. Arpaci-Dusseau, Andrea C. Arpaci-Dusseau"
Christopher Negus
David Clinton
Michael Burton
"Randal E. Bryant, David R. O’Hallaron"
"Syed Mansoor Sarwar, Robert M. Koretsky"
Vardy Adam.
Lentin Joseph
Jaime Buelta
David J. Pine
"Hyrum Wright, Tom Manshreck, Titus Winters"
"Timmy Siauw, Alexandre Bayen"
Achille Messac
Ian Sommerville
Bhuvan Unhelkar
Frederick P. Brooks
"Hyde, Randall, Spraul, V. Anton"
James Helfrich
Brian Allbee
Richard F Schmidt
Cesar Perez Lopez
Frank E. Harris
"Tadeusz Stolarski, Y. Nakasone, S. Yoshimoto"
"Edward B. Magrab, Shapour Azarm, Balakumar Balachandran, James Duncan, Keith Herold, Gregory Walsh"
"Sir George Biddell Airy, K.C.B. (Astronomer Royal)"
David Alan Herzog
OccupyTheWeb
Walter Goralski
Jojo John Moolayil
Doug Lowe
Bastian Ballmann (auth.)
Goodwin Martin.
James Forshaw
"Stefano Novelli, Marco Stefano Doria, Marco Silvestri"
Michael Taylor
Hawk Jason.
Krishna Rungta
Charles M. Kozierok
Brett McLaughlin
Edgar Allan Poe
John Crisp
Krishna Kant
Myke Predko
"Muhammad Ali Mazidi, Janice Mazidi, Janice Gillispie Mazidi"
Tim Wilmshurst
"Steven Barrett, Mitchell Thornton"
"Steven F. Barrett, Daniel Pack, Mitchell Thornton"
Joe Pardue
"Steven F. Barrett, Daniel Pack"
Jerry Luecke
S.K Mandal
Zdravko Karakehayov
"Thomas M. Cover, Joy A. Thomas"
Michael Sipser
"Mars Geldard, Jonathon Manning, Paris Buttfield-Addison, Tim Nugent"
Christopher J. Cramer
Mikhail J. Atallah
John MacCormick
"Ding-Zhu Du, Ker-I Ko"
Jón Daníelsson
"Michael R. Garey, David S. Johnson"
Keith Devlin
"Jin, Jian-Ming"
"Brett D. McLaughlin, Gary Pollice, Dave West"
"Alan Dennis, Barbara Haley Wixom, David Tegarden"
"Grady Booch, Robert A. Maksimchuk, Michael W. Engel, Bobbi J. Young, Jim Conallen, Kelli A. Houston"
Mike O'Docherty
"Ashrafi, Noushin"
"Sarnath Ramnath, Brahma Dathan (auth.), Sarnath Ramnath, Brahma Dathan (eds.)"
"Simon Bennett, Steve McRobb, Ray Farmer"
Peretz Shoval
"Brett D. McLaughlin, Gary Pollice, Dave West"
"Jim Arlow, Ila Neustadt"
"Brett McLaughlin, Gary Pollice, David West"
Premchand S. Nair
Bernd Oestereich
Craig Larman
Colin Dow
"Pradeeban Kathiravelu, Dr. M. O. Faruque Sarker"
Viktor Farcic
"Adrian McEwen, Hakim Cassimally"
"Desai, Pratik"
Gary Smart
Brian McCullough
Peter Waher
"Paul Deitel, Harvey Deitel"
Joshua Eckroth
Kai-Fu Lee
Harvard Business Review
John Brockman
Karim R. Lakhani
Frances Buontempo
Peter Gentsch
Francesco Corea
Rene Lagane
Kai-Fu Lee
Thomas H. Davenport
"Abhishek Nandy, Manisha Biswas (auth.)"
"Matthew Sadler, Natasha Regan"
Bonnie Eisenman
"Rohit Tamma, Oleg Skulkin, Heather Mahalik, Satish Bommisetty"
Horton J.
"Gabe Zichermann, Christopher Cunningham"
"Daniel Hindrikes, Johan Karlsson"
Jim Bennett
Theresa Neil
Dusty Phillips
"Gregory Dudek, Michael Jenkin"
Fred Taylor
"Fernando Perez Fontan, Perfecto MariA±o EspiA±eira"
Ray Rischpater
"Evangelos Markakis, George Mastorakis, Constandinos X. Mavromoustakis, Evangelos Pallis"
Luke Wroblewski
Allen I. Holub
"Y.N. Srikant, Priti Shankar"
Torben Ægidius Mogensen (auth.)
Steven S. Muchnick
Stoltz Design
"Pandey, Mayur, Sarda, Suyog"
"Dick Grune, Henri E. Bal, Ceriel J.H. Jacobs, Koen Langendoen"
"Helmut Seidl, Reinhard Wilhelm, Sebastian Hack (auth.)"
"Kakde, O. G"
Himanshu Bhatnagar
Singh V.
"Renhard Wilhelm, Dieter Maurer"
Compiled by Peking University Library
Niklaus Wirth
"Ajay D. Kshemkalyani, Mukesh Singhal"
Alex Petrov
Brendan Burns
"Maarten van Steen, Andrew S. Tanenbaum"
"Andrew S. Tanenbaum, Maarten van Steen"
Giancarlo Zaccone
Ross J. Anderson
"James Northcote-Green, Robert G. Wilson, James Northcote-Green, Robert G. Wilson"
Anthony J. Pansini
"M. Tamer Özsu, Patrick Valduriez (auth.)"
Varela C.A.
"Funabashi, Toshihisa"
"Abdelhay A. Sallam, Om P. Malik"
John Gilbert
"René Smeets, Lou van der Sluis, Mirsad Kapetanovic, David F. Peelo, Anton Janssen"
William Stallings
"Nicholas J. Daras, Michael Th. Rassias (eds.)"
William Stallings
William Stallings
"Ph.D. Musa, Sarhan M."
"Bart Preneel, Frederik Vercauteren"
Antoine Joux
"Nicolas Sklavos, Xinmiao Zhang"
"Robert H. Deng, Valérie Gauthier-Umaña, Martín Ochoa, Moti Yung"
"Patil, H.K. and Szygenda, S.A."
"John Arundel, Justin Domingus"
"Bilgin Ibryam, Roland Huß"
Vladimir Silva
"Michael Hausenblas, Stefan Schimanski"
JJ Geewax
Dan Sullivan
"Ben Piper, David Clinton"
Dan Sullivan
Roger Lee
Dan C. Marinescu
Chris Dotson
Cornelia Davis
Julien Vehent
Noah Gift
Albert Anthony
Paul R. Gray
Robert L. Boylestad
John O'Malley
Donald A. Neamen
David McMahon
"Sung-Mo (Steve) Kang, Yusuf Leblebici"
"William Hart Hayt, Jack E. Kemmerly, Steven M. Durbin"
Steven Karris
Donald Neamen
Nassir H. Sabah
Muhammad H. Rashid
Christos Marouchos
John E. Ayers
"William Hart Hayt, Jack Ellsworth Kemmerly, Steven M. Durbin"
"Thomas F. Schubert Jr., Ernest M. Kim"
Paul Sandin
"Ben G. Streetman, Sanjay Kumar Banerjee"
"Moorthi, V. R"
"David M. Buchla, Thomas L. Floyd"
Jimmie J. Cathey
Safa O. Kasap
Thomas L. Floyd
Muhammad H. Rashid
"Trond Ytterdal, Yuhua Cheng, Tor A. Fjeldly"
Dieter K. Schroder
"Analog Devices Inc.  Engineeri, Hank Zumbahlen"
Anil K. Maini
Andrei Grebennikov
Thomas L. Floyd
T Veerarajan
"James W. Nilsson, Susan A. Riedel"
"S W Amos, Mike James"
Solis T.
"Anant Agarwal, Jeffrey Lang"
Sergio Franco
"Bob Dobkin, Jim Williams"
Tertulien Ndjountche
Tertulien Ndjountche
Joseph Carr
Gordon J. Ritchie
Dave Cutcher
"Neal S. Widmer, Gregory L. Moss, Ronald J. Tocci"
Hwei Hsu
"Alan V. Oppenheim, Alan S. Willsky, with S. Hamid"
"Simon Haykin, Barry Van Veen"
"Robert Grover Brown, Patrick Y. C. Hwang"
Luis Chaparro (Auth.)
"Palamides, Alex, Veloni, Anastasia"
D. Sundararajan
"Charles L. Phillips, John M. Parr, Eve Ann Riskin"
M.J. Roberts
Mark Wickert
"Roger Woods, John Mcallister, Richard Turner, Ying Yi, Gaye Lightbody"
"Gérard Blanchet, Maurice Charbit"
"Charles Platt, Fredrik Jansson"
Thomas L. Floyd
M. Predko
Tertulien Ndjountche
"Jacob Millman, Christos C. Halkias"
Robert G. Gallager
"Charles Roth, Lizy K. John, Byeong Kil Lee"
"Rafael C. Gonzalez, ‎Richard E. Woods, Steven L. Eddins"
"Anastasia Veloni, Nikolaos I. Miridakis, Erysso Boukouvala"
Seetharaman Ramachandran
"Fang Lin Luo, Hong Ye, Muhammad H. Rashid"
Andreas Antoniou
William Bolton
Norman S. Nise
"Petko Hristov Petkov, Tsonyo Nikolaev Slavov, Jordan Konstantinov Kralev"
"Harold Rothbart, Thomas Brown"
"Steven L. Brunton, J. Nathan Kutz"
Houpis C.H. and Sheldon S.N.
Norman S. Nise
"Roger W. Pratt, Roger W. Pratt"
William S. Levine
Nise Norman S.
"Uwe Kiencke, Lars Nielsen"
William S. Levine
"Adetola, Veronica, DeHaan, Darryl, Guay, Martin"
American Society of Heating Refrigerating and Air-Conditioning Engineers
Norman S. Nise
"Athanasios Papoulis, S. Unnikrishna Pillai"
"Geoffrey Grimmett, David Stirzaker"
Hwei Hsu
美）帕普里斯，（美）佩莱 著，保铮，冯大政 等译
"Scott Miller, Donald Childers"
Geoffrey Grimmett
Alberto Leon-Garcia
"Yuri Suhov, Mark Kelbert"
Hossein Pishro-Nik
"Hisashi Kobayashi, Brian L. Mark, William Turin"
Hwei Hsu
A. Leon-Garcia
Hwei P. Hsu
John J. Shynk
T. Veerarajan
Stephen W. Porges
David Holmes
"Dr. Stephen Littlejohn, Karen A. Foss"
"Em Griffin, Andrew Ledbetter, Glenn Grayson Sparks"
"Stephen W. Littlejohn, Karen A. Foss, John G. Oetzel"
"Stanley J. Baran, Dennis K. Davis"
"Dac-Nhuong Le, Abhishek Kumar Pandey, T V M Sairam, Pramod Singh Rathore, Jyotir Moy Chatterjee"
Josephina Antoniou
Jurgen Habermas
"Jerry W. Robinson, Jr., Gary Paul Green"
Simon Haykin
Bhag Singh Guru
David K. Cheng
Claude Cohen-Tannoudji
"Nathan Ida, Joao P.A. Bastos"
"Nancy Forbes, Basil Mahon"
"Paul Lorrain, Dale R. Corson"
Günther Lehner (auth.)
Marko S. Markov
"Daniel G. Swanson Jr., Wolfgang J. R. Hoefer"
Francis E. Low
Roger F. Harrington
Prof. Dr.-Ing. Adolf J. Schwab (auth.)
Markus Zahn
"F. Rachidi, S. Tkachenko"
"Robert F. Coughlin, Frederick F. Driscoll"
"Р.Кофлин, Ф.Дрискол. Перевод с английского Б.Н.Бронина Под редакцией М.В.Гальперина."
Ian Tuhovsky
"B. P. Lathi, Zhi Ding"
Simon S. Haykin
"John G. Proakis, Masoud Salehi"
Sklar Bernard.
Bixio Rimoldi
Amos Lapidoth
"Richard Campbell, Christopher R. Martin, Bettina Fabos"
Elisa Serafinelli
"Di Pu, Alexander M. Wyglinski"
"Simon S. Haykin, Michael Moher"
Janis Teruggi Page
Krzysztof Wesolowski
"Alan V. Oppenheim, Ronald W. Schafer"
"Alan V. Oppenheim, Ronald W. Schafer"
Thomas F. Quatieri
"Alan V. Oppenheim, Ronald W. Schafer, John R. Buck"
Darrell Williamson PhD (auth.)
Norbert Goertz
William Stallings
"Cory Beard, William Stallings"
"Walid Saad, Mehdi Bennis, Mohammad Mozaffari, Xingqin Lin"
W. Richard Stevens
Peter W. Cardon
Zizi Papacharissi
George Tsoulos
"Neil H. E. Weste, David Money Harris"
R. Jacob Baker
Hubert Kaeslin
"William J Dally, R. Curtis Harting, Tor M. Aamodt"
